,text,labels
87,"SWE3 Validation of SWDL SWC component for vlca on Drop8 aurix base image For the two new features added to SWDL SWC as part of drop-8 we need to verify whether they are working as intended in drop-8 base image and fix if there are any issues that we encounter

Features:
  Registering to VLCA state Sanity test for drop 8 image for Aurix with features verified to test aurix drop-8 image we can verify whether swdl swc is working as intended","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
88,SWE3 Modification in packaging script for new feature to write code for making modifications to packaging script so that new feature can be delivered to integration team MR merged to software-update-orin to write code for making modifications to software update orin new feature can be delivered to integration team,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
89,SWE3 SWDL changes for retrieving vlca data Software update orin will be updated to get the vlca states in the orin from the aurix signal to orin MR raised to software-update-orin to write code for subscribing to vlca the required functionality can be achieved in drop8,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
90,"Provide an overview for the signed and unsigned package generation for the integration team  overview of the scripts, msosa diagram and confluence page to the integration team presentation to the integration team is done_x000D_ package script to integration team","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
91,"Completion of msosa and confluence page for the signed and unsigned package generation for the integration team  submission of the scripts, msosa diagram and confluence page to the integration team review by rajesh of the msosa diagram and the requirements along with the confluence page package script to integration team","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
92,SWE 3: Cysec: Verification of signed packages in ISL verification of signed packages in ISL signed packages through ISL,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
93,modelling for VLCA in autosar modelling in the autosar classic for the SWDL SWC componect to register methods in VLCA,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94,SWE 3 : Discussion with integration team and add support with auth and val Discussion would be done with integration team and additional support would be given addition of authorization and validation in package generation package generation working fine code changes would be done in the package generation for integration team package could be generated with authorization and validattion,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
95,SWE 1: TRM requirement validation for cybersecurity validation of requiments of TRM in for cybersecurity validation of TRM requirements it can be validated,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
96,SWE 4 Validation of package using authentication As a developer i want validation of package would be done by doing sample drive update on both TAMS and devkit using the generated package with dupkg sample drive update done succefully with orin running validation of package would be done sample drive update works on both TAMS and devkit using the generated package with dupkg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
97,Package generation with authentication using dupkg generation of package for sample drive update in devkit and TAMS using dupkg,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
98,SWE3 Lifecycle management of core-sum in SWDL application Updating the software update orin repo with serve functions of core-sum,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99,SWE4 validation using the delta image  Validating the lifecycle manager using the delta image,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
100,Implementation of Update Manager Implementation of update manager from the patch created,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
101,Generation of delta packages using NVDiff create a package using nvdiff possibly with drop 5 and drop 6b images,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
102,"SWE3 POC for package creation POC for creating two packages, one for F124 and one for F188 POC demonstrated to integration team to create scripts to generate two packages integration team can integrate it within their pipeline","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
103,SWE6 Support and validation for SIMS-10070 To support and validate fixes provided for SIMS-10070 Validated SIMS-10070 and update with packages above 4GB can be performed through corvus support and validate SIMS-10070 updates above 4GB can be performed through corvus,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]"
104,SWE6 Test Signed F124 package update through corvus To test and verify signed image update for signed F124 package through corvus Validation of signed image update for signed F124 package using corvus update using signed F124 package wired update can be validated,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
105,SWE4 Validation of D05B response codes from SWDL application To validate different response codes from SWDL application according to various states We validate the response codes for D05B to test response codes from D05B interface swdl status is responded accordingly,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]"
106,"SWE4 Validating ECU Reset 11x01 To validate ECU Reset ( service 11x01) implemented by Diagnostics team ECU Reset is working to test and validate ECU reset we can confirm that on issuing 11x01, ORIN Resets","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
107,SWE3 Fixing CCPLEX to AURIX communication To test and fix the communication between ccplex and aurix Signals originating in CCPLEX being intercepted through CANOE with respective code changes merged to test communication from CCPLEX to AURIX messages originating in ccplex reach aurix,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
108,Bug Fixing: SIMS-6985 Bug fixing for SIMS-6985 Fixing SOMEIP crashing issues when SWDL application and DiagSrvFcnCcplex coexisting Closure of SIMS with respective code changes for both applications to coexist make code changes jlr_swdl_application and jlr_diag_srv_fcn_ccplex are able to start together,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
109,SWE3 Validating Update Scenarios Validating Update for f124 and f188 packages Testing for Update requests to boot to next bank update sequences are validated,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
110,SWE4 Google Test for SWDL Diagnostic Controller To fix the existing google tests and write more test cases for SWDL Diagnostic controller in order to achieve higher code coverage High code coverage in SWDL Diagnostic Controller Unit tests write google test cases for SWDL Diagnostic Controller we get high code coverage,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
111,"SWE3 Integrating Logger with swdl_application, DAL To integrate swdl_logger with swdl_application and DAL Logger working with DAL and swdl_application integrate logger with swdl application we get logs in SWDL log file","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
112,SWE4 Google Tests for Network API To write google test using gtest and gmock for network api files High code coverage in Network API files write google test cases for network api we get high code coverage,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
113,SWE4 Google Tests for ISL states To write google test using gtest and gmock for all the ISL state classes 90% code coverage for the ISL state classes write google test cases for ISL we get 90% code coverage,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
114,SWE4 GTest for Idle state Unit test for Idle State using gtest and gmock framework Code coverage >= 90% for Idle state,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
115,SWE4 Fixing high CPU usage for SIMS-6823 Problem : Fixing the issue where the CPU usage was going too high causing other applications to crash The CPU usage is lowered and other applications do not crash debugging,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
116,SWE3 Validate DM to SWDL Application communication Fix communication between SWDL Application and Diagnostic Manager such that RequestDownload service requests reach SWDL Application Communication between Diagnostic manager and SWDL Application is established and requests are received for diagnostic services to validate the communication between DM and SWDL Application,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
117,"Integration of Software Update application layer to software update controller for transfer functionality  Integration of service 34, 36 and 37 to Software Update controller interfaces code to be merged to Gitlab Integrate Application layer with Software Update controller DM can trigger core functionality of SW update component","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
118,"SWE3 Routing Diagnostic service to SWDL To merge changes in ccplex_amsr_fs for routing service 34, 36 and 37 to SWDL application Changes merged in ccplex_amsr_fs","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
119,SWE3 Development of SWDL_Aurix Classic application in Aurix Development of SWDL_Aurix Classic application in Aurix: Definition of ARXML with R-port prototype for signal Modification of Aurix_IPC_Routing to allow incoming signals Building the RTE and flashing onto Aurix for testing Merged code for SWDL_application in Aurix repo to create an autosar application for Aurix we can use it to get signals from the application in Orin to trigger bootchain switch,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
120,SWDL adaptive sample application to test SWDL sequence Write sample application to establish connection with Diagnostic SW controller-server and trigger update sequence test cases to be demonstrated to team create sample testing  application i can test SW update component,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
121,"Interfacing of Diagnostic software Controller client with DM Involves activities like establishing handler with DM subscribing for services, routine and DID's dummy i/p and o/p handling Code to be merged on gitlab interface with diagnostic manager can receive service from external tool to perform intended functionality","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
122,Setting up Vectorcast and DTP tools for tests Setting up Vectorcast and DTP tools for tests Laptop should be ready with vectorcast and parasoft DTP tools for the workshop_x000D_,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
123,Bootchain configurators for Orin bank switch We need to implement JLR BootManager on Orin to enable BootChain switch functionality for Dual bank,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124,SWE3 Configuration of signal for Orin Bank Switch (software-update-orin) To finalize the payload design for communication between Aurix and Orin and to implement the same in S2S interface of the application Changes merged into software-update-orin to add a service interface to swdl_application we can send signal towards aurix,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
125,Definition of interfaces for Diagnostic component An ARXML file needs to be drafted and reviewed for the diagnostic component ARXML file reviewed to create an ARXML file for diagnostic component all the configuration and specification for the diagnostic component is established and agreed upon,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
126,"Create sequence diagrams for Diagnostic Component As part of sequence diagrams, individual classes and the communication protocols need to be identified Review of sequence diagrams Review of sequence diagrams created within MSOSA to create sequence diagram for diagnostic component the workings, interactions for the component are defined completely","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
127,Define ARXML for SWDL application and implement stub responses To define ARXML for SWDL application for diagnostic as well as OTA use cases DOD: Define ARXML for SWDL application Define ARXML for SWDL application to define ARXML for SWDL application the stub responses can be postulated for incoming requests,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
128,SWE 3 Implementation of D05B DID We need to add GetSoftwareUpdateStatus and GetSWUpdatePartNo apis to support D05B service Code Reviewed and merged in gitlab we can support D05B service,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
129,Development of boot manager Creation of a new service interface in SWDL application to support Signal to Service Mapping write a ConnectioHandler class i can initialise connection to DU-Master,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
130,AP Autosar sample application and KT Creation of an adaptive sample application with arxml and methods to be archieved as a example project for any future adaptive application development explore adaptive autosar dev environment i can find gaps if any with respect to NVIDIA apis and document them,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
131,SWE3 Integration of bootchain manager for AurixtoCCPLEX Bootmanager handler to handle Aurixtoccplex S2S Merge request raised for handling interactions from AurixToCcplex to handle interactions from aurixtoccplex we can handle the incoming signals and take actions in ISL accordingly,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
132,SWE3 Fix Static Analysis issues of DAL module of SWDL application with severity error Fix Static Analysis issues of DAL module of SWDL application with severity error Fix Static Analysis issues of DAL module of SWDL application with severity error_x000D_ to modify dal code Static Analysis issues of DAL module of SWDL application with severity errors can be fixed,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
133,"SWE3 Support for drop10 HCD pipeline Add support for drop10 HCD pipeline Added support for drop10 HCD pipeline, pipeline passing, jlr_swdl_application running_x000D_ to add support for drop10 HCD pipeline","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
134,SWE3 Add support for Klockwork integration in CI pipeline Add support for Klockwork integration in CI pipeline Added support for Klockwork integration in CI pipeline and pipeline passing_x000D_ to add support for Klockwork integration in CI pipeline,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
135,SWE 5 Update SUM Mock clients for Automating  SetPhaseRequest  API with negative scenarios and boundary conditions  To Update SUM Mock client for automation of SetPhaseRequest API with negative scenarios and boundary conditions Updated SUM Mock client with automation of SetPhaseRequest API with negative scenarios and boundary conditions_x000D_ To Update Mock client for automation of SetPhaseRequest API with negative scenarios and boundary conditions,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
136,SWE 5 Update SUM Mock clients for Automating QuitRequest & SetCampaignRequest API with negative scenarios and boundary conditions  To Update SUM Mock client for automation of QuitRequest & SetCampaignRequest API with negative scenarios and boundary conditions Updated SUM Mock client with automation of  QuitRequest & SetCampaignRequest API with negative scenarios and boundary conditions_x000D_ To Update Mock client for automation of  QuitRequest & SetCampaignRequest API with negative scenarios and boundary conditions,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
137,SWE 5 Update Wired Mock client for Automating GetSwUpdateStatus APIs with negative scenarios and boundary conditions  Update Mock clients for automation of GetSwUpdateStatus APIs with negative scenarios and boundary conditions Updated Wired Mock client with automation of GetSwUpdateStatus APIs with negative scenarios and boundary conditions_x000D_ To Update WIred Mock client for automation of GetSwUpdateStatus APIs with negative scenarios and boundary conditions,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
138,SWE 5 Update Wired Mock client for Automating EnableProgrammingSession API with negative scenarios and boundary conditions  Update Mock clients for negative scenarios and boundary conditions Updated Wired Mock client with automation of EnableProgrammingSession APIs with negative scenarios and boundary conditions_x000D_ To Update WIred Mock client for automation of EnableProgrammingSession API with negative scenarios and boundary conditions,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
139,KT Session on SWE5 testing to Interns Transfer Knowledge on the SWE5 testing process using the mock clients on devkit to the Interns Successfully launch the swdl application and mock clients on devkit with the right assets,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
140,SWDL application up and Running on Devkit Make SWDL application up and Running on Devkit SWDL application is up and Running on Devkit,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
141,SWE 5 Update SUM Mock clients for Automating GetSoftwarePartNumberRequest API with negative scenarios and boundary conditions  To Update SUM Mock client for automation of GetSoftwarePartNumberRequest API with negative scenarios and boundary conditions Updated SUM Mock client with automation of  GetSoftwarePartNumberRequest API with negative scenarios and boundary conditions_x000D_ To Update Mock client for automation of  GetSoftwarePartNumberRequest API with negative scenarios and boundary conditions,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
142,SWE 5 Drafting test cases for swdl  interfaces Drafting gherkin test cases for interfaces in SWDL application : BasicIPC_JLR_SWDL_Application_JLR_SWDL_SUM_Client_Sender_Service BasicIPC_JLR_SWDL_Application_JLR_SWDL_Client_Sender_Service Test cases mapped to jira tickets_x000D_ To create gherkin test cases,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
143,Validation of Delta Update on Integration DDU builds dev and prod  modify master code and test it SO THAT SOTA Sample DriveUpdate can be verified for delta update using Integration DDUs Sample DriveUpdate has been validated on TAMS using delta of dev and prod builds and any changes to master code have been checked in to git repo to modify master code and test it Sample DriveUpdate can be verified for delta update using Integration DDUs,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
144,SWE4 GTest for Network API To write google test using gtest and gmock for all the network api classes 90% code coverage for the Network API classes write google test cases for Newtork API classes we get 90% code coverage,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
145,SWE3 CLI Tool Development for testing core-sum to networkapi interactions Develop a cli tool for testing core-sum to networkapi interactions Raise an MR containing the code changes cli tool for required for testing core-sum to networkapi interactions,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
146,SWE3 Data Transfer Support in core-sum  test core-sum data transfer SO THAT core-sum sftp integration can be verified Validation of Data Transfer Support and check in any changes to git repo to test core-sum data transfer core-sum sftp integration can be verified,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
147,SWE3 Fixing the issues of core-sum for SOTA sequence Identifying and Fixing the issues of core-sum for SOTA sequence Fixing the issues of core-sum for SOTA sequence and check in any changes to git repo,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
148,Modify network api interface to facilitate the SWDL interactions Modify network api interface to facilitate the SWDL interactions Create an MR to Modify network api interface to facilitate the SWDL interactions and address all the review comments,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
149,Routing network requests from SWDL app to core-sum Routing network requests from SWDL app to core-sum Integration on Network API implementation done and checked in to git repo,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
150,Definitions of service interface arxml for SOTA Definitions of service interface arxml for SOTA events and methods Convert network api calls to service interface of SOTA implementation tested and checked -in to git repo,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
151,Implementation SOTA service interface in SWDL application Implementation SOTA service interface in SWDL application Updated SWDL application with SUM source code implemented,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
152,"SWE4 Validation of core-sum with network-api interactions Validation of core-sum with network-api interactions Validation of core-sum with network-api interactions and testing on devkit, check in any changes to git repo","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
153,SWE3 Fixing Compiler Warnings in master branch  modify master code SO THAT major compilation warnings can be fixed Major Compiler Warnings fixed in master branch and check in changes to git repo to modify master code major compilation warnings can be fixed,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
154,Developing adaptive autosar jlr_swdl_sum_client develop an adaptive autosare application client jlr_swdl_sum_client which will be used to test ota software update functionalities of jlr_swdl_application Sanity Testing Basic IPC communication working to develop an adaptive autosar application we can test jlr_swdl_application's ota capabilities,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
155,SWE3 Integration of latest sum release  modify the master code SO THAT latest release (300) of core-sum can be integrated The latest release of core-sum has been integrated without compilation issues The core-sum interfaces have been tested on Devkit or TAMS Any code changes have been checked in to git repo modify the master code latest release (300) of core-sum can be integrated,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
156,Integrating vector bootloader source code build in aurix_build We need to integrate vector bootloader source code build in aurix_build to facilitate PRTI integration An MR on aurix_build facilitating the change to integrate vector bootloader source code build in aurix_build we can make progress on PRTI integration,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
157,SWE3 Updating CMakeListtxt files to satisfy the new Ultronbfw version Make changes in CMakeListtxt files in software-update-orin repository to comply with the new Ultronbfw version Changes reviewed and an MR ready to update CMakeList files it follows the newer version of Ultronbfw,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
158,Fixing the current bootchain selection in ISL Currently there is a bug in ISL where we don't properly select the correct bootchain The aim is to fix it and test it using the available client tools Code changes merged in master to fix the current bootchain selection bug we can have a successful activation,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
159,SWE3 Generate and validate the F124 package To have a discussion with Niranjan and figure out how are they generating the partition for f124 and our strategy to generate a f124 tar package for update via our application A working f124 package to understand the calibration update requirements we can make an appropriate F124 package,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
160,SWE 3 Add validation support in ISL To add validation support in ISL Tested and merged code in gitlab to add validation support in ISL we can validate what we write in DADC,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
161,SWE 3 DAL implementation for validation Make code changes to support authentication Code merged and tested to make changes in dal dal supports validation,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
162,Cysec - POC for signed image update as per JLR signing strategy-  Provide a proof of concept for signed image update as per JLR signing strategy We need to showcase if the authenticator plugin by NVIDIA can or cannot be used for authentication as per JLR requirements Proof of concept for signed image update using NVIDIA authenticator plugin to check the usability of authenticator plugin for JLR requirements we can make a decision going forward what if we need to use the ara crypto stack,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
163,SWE 3DAL support for authentication As a Developer i want Code changes to be done for so that dal support is done for sample drive update sample drive update done succesfully after the code changes Code changes would be done sample drive update works on both TAMS and devkit using the generated package with dupkg,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
164,Putting Devkit on a working version With the current version of devkit sample_driveupdate isn't working which hinders testing So we need to find the working version of the avos release Document the working version and check if sample_driveupdate is running properly to make sure devkit is on the correct working version applications like sample_driveupdate are running properly,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
165,SWE 3 Update Payload size from 64kb to 15 mb in SWDiag controller To change the current payload from 64 kb to 15 mb Merged code in drop 6b branch and an extra patch for master branch as well to update the payload size we can achieve faster transfer speed,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
166,SWE 4 Validate SWDL Delta based Update Validate SWDL for Delta based Update Use sample delta images to test the ISL and DAL sequence for delta update image SWDL application validated for end to end sequence of delta update,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
167,SWE5 - Validation of Signed image update Orin Full Image update with signed ddu   working signed image update to test full image update with signed ddu we can confirm the working of signed image update,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
168,SWE4 Modifying package generation script for singed image generation We need to modify the package generation script to create a signed f188 image  Modified script merged in master to modify the package generation script we can generate a signed f188 package,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
169,"Design High Level Sequence diagrams for SWDL in MSOSA for DAL Sequence diagram are needed for the DAL (DriveUpdate Abstraction Layer) component to understand the interactions between different modules within DAL ISL Sequence diagrams put into MSOSA, reviewed and review comments fixed to create sequence diagrams for DAL interactions between DAL modules can be recorded","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
170,Develop mock adaptive autosar application Develop mock adaptive autosar application Mock adaptive autosar application is available,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
171,Access the zlib solution suggested in QNX We need to access the current solution for using zlib in qnx for our usecase Final understanding on if we will be using this particular solution,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
172,Reviewing the untarh for tar file reading We need to understand the library and assess if it can be used for working with a tar ball Final decision on if we will be using this library moving ahead to test the library I can understand if the library can be useful in dealing with a targz file,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
173,Identify the possible libraries that can be used to extract and read targz file in QNX Identify the possible libraries that can be used to extract and read targz file in QNX List of all the libraries etc that can be used to identify the libraries that support reading tar file without extraction in qnx it can facilitate calibrate and other apis,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
174,GCoverage for Diagnostic Controller DAL code written needs to be optimized and checked for edge cases MR raised for optimized code to optimize the DAL code and make it robust it serves the required functionality in an efficient manner,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
175,Gtest of Diagnostic SW controller-server  Writing of mock classes for other layers and writing test cases unit testing of Diagnostic SW controller -server write mock classes and test cases Diagnostic SW controller-server component can be tested effectively,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
176,Adding CMake support for both ultron and linux To understand the gap in requirements and address them accordingly Updated TRM requirements to edit TRM requirements I can address the gaps in those requirements,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
177,Prepare ServeFile of Content server for Drive Update Abstraction layer Content server is used to serve files from gos We have to define the serve file functionality of content server to start serving the file Commited code on gitlab,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
178,"To complete the high level review of the diagnostic component Draft the TRM requirements for a diagnostic component and get it peer reviewed, Adding review comments on TRM and addressing them Comments on TRM and reviewing those Comments to write requirements for Diagnostic component we can progress in SWE 1 ASPICE requirements","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
179,"To collaborate on the Update phases of Diagnostic Component To write requirements for diagnostic comments and review the first draft of the requirements, Adding comments on TRM and reviewing them Comments on TRM and reviewing those Comments to write requirements for Diagnostic component we can progress in SWE 1 ASPICE requirements","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
180,To complete final review of the lifecycle Manager To review the final draft of the requirements and Add new comments in TRM and review them to write requirements for LifeCycleManager we can progress in SWE 1 ASPICE requirements,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
181,"To complete high level review of the lifecycleManager Draft requirements and complete a high level review of LifeCycleManager, and Add comments in TRM and review the comments to write requirements for LifeCycleManager we can progress in SWE 1 ASPICE requirements","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
182,"Prepare a sequence diagram for SW update architecture SW update has various components and it is important to identify how these components communicate with each other so that all the design decisions and requirements identified on system and SWE 1 level are satisfied hence, a sequence diagram is necessary for proper understanding of how each SW component behaves to prepare a sequence diagram we can have a common understanding of how each component identified behaves and comunicate with each other","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
183,"Identify the interface for ISL - OTA ISL is communicating with various different SW components We have to define the interface for ISL for the same, Prepare a ICD diagram in MSOSA listing interfaces of ISL for OTA update Prepare a confluence page for the interface identified, Review with the team and address the review comments to prepare the interface for ISL development of other software components can proceed based on the interface provided by ISL","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
184,SWE 3 GTest Suite for PushMode Handler of DAL Design the GTest suite for PushMode Handler of DAL Design the GTest suite for Push Mode Handler of DAL,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
185,"Prepare BDD for SWDL software in MSOSA Prepare an Activity diagram describing the workflow of ISL We also have to make sure that the Responsibilities identified for ISL are properly satisfied
 Updated BDD in MSOSA update BDD in MSOSA we can have a proper flow of component which is also compliant with the requirements identified in SWE 1","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
186,Add synchronisation support for DAL Add synchronisation support in pushmode handler cc files Add synchronisation support in pushmode handler cc files to add synchronisation support for DAL we are able to successfully synchronise the partitions after an update,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
